Symbol,Name,Sector,Price,PERatio,Price_Earnings,Dividend_Yield,52_Week_Low,52_Week_High,Market_Cap,EBITDA,Price_Sales,PBRatio,ROE,CurrentRatio,debtToEquity,interestcoverageratio,netincome,epsgrowth,longtermdebt,shareholderequity,Flag1,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,Graham_Number,QualityRating
JWN,Nordstrom,Consumer Discretionary,47.23,11.32,15.04,3.0020285,53,37.7924,8212509855,1448000000,0.74603415,8.18,60.97,1,319.24,13.27731092,564000000,0.2868,2680000000,873000000,1,1,0,1,1,0,0,1,52.61285014,
NSC,Norfolk Southern Corp.,Industrials,136.89,20.08,20.65,2.018503,157.1499,109.27,40543547441,4737000000,3.8525908,2.61,16.77,0.72,74.37,9.08438061,2660000000,-0.4893,10840000000,15360000000,1,0,1,1,1,1,0,1,34.82342961,
NTRS,Northern Trust Corp.,Financials,96.2,16.41,19.96,1.6678249,108.91,83.17,22908130223,0,4.031728,1.9,14.83,1.07,146.12,0,1540000000,0.3488,3400000000,10510000000,1,1,1,0,1,1,1,0,29.21112802,
NOC,Northrop Grumman Corp.,Industrials,324.01,18.65,24.4,1.3030859,349.18,231.98,58782413951,3884000000,2.209576,5.1,42.39,1.17,175.89,8.149466192,3230000000,0.1301,13880000000,8189999999,1,1,1,1,1,0,1,1,52.9140813,
NCLH,Norwegian Cruise Line,Consumer Discretionary,56.01,12.87,15.35,0,61.48,46.96,13191507318,1529401000,3.2066104,1.55,16.3,0.13,108.87,6.492301985,954840000,0.2853,5810000000,5960000000,1,1,0,1,0,1,0,1,23.1372265,
NRG,NRG Energy,Utilities,24,19.78,17.78,1.4195584,29.78,14.52,8030036023,1774000000,0.9933021,0,0,1.5,0,3.788819876,-460000000,1.4112,6450000000,-1230000000,1,1,1,0,0,1,1,1,0,
NUE,Nucor Corp.,Materials,60.38,7.76,17.01,2.415766,70.48,51.67,20003317128,2648729000,0.99837583,1.62,25.38,3.08,43.82,25.54880317,2470000000,0.8113,4230000000,9790000000,1,1,0,1,1,1,1,1,24.90009036,
NVDA,Nvidia Corporation,Information Technology,217.52,32,82.08,0.26223776,249.27,95.17,1.39E+11,3098000000,20.094294,10.39,49.26,7.94,21.28,70.86206897,4139999999,0.3379,1990000000,9340000000,1,1,1,1,1,0,1,1,138.5216662,
ORLY,O'Reilly Automotive,Consumer Discretionary,252.22,27.68,21.91,0,279.23,169.43,21433781860,1965187000,3.1934319,76.96,263.13,0.91,966.2,16.94915253,1320000000,0.2691,3420000000,353670000,1,1,1,1,1,0,0,1,194.7802762,
OXY,Occidental Petroleum,Energy,68.47,7.24,195.63,4.4081864,78.09,57.2,53467692395,5205000000,6.044895,2.16,19.64,1.34,48.37,23.03341902,-4110000000,2.1585,10200000000,21330000000,1,1,0,1,0,1,1,1,97.50701513,
OMC,Omnicom Group,Consumer Discretionary,75.91,13.72,15.27,3.1838684,86.71,65.32,17377551986,2366000000,1.5327156,6.44,51.39,0.9,197.06,9.797436957,1440000000,0.2511,4470000000,2550000000,1,1,0,1,1,0,0,1,47.03852676,
OKE,ONEOK,Energy,54.4,25.75,34,5.4436197,61.36,47.14,21988472489,1851783000,2.6159565,3.37,19.02,0.66,142.58,5.073892717,1160000000,1.1538,8870000000,6580000000,1,1,1,1,0,1,0,1,50.77450147,
ORCL,Oracle Corp.,Information Technology,46.84,18.46,18.81,1.5551463,53.14,40.01,2.02E+11,16545000000,5.2561646,7.8,32.83,2.49,257.82,8.158653846,11240000000,2.2796,51670000000,21790000000,1,1,1,1,1,0,1,1,57.45567857,
PCAR,PACCAR Inc.,Industrials,66.98,13,15.72,1.455816,79.69,61.93,24152102921,3619200000,1.28693,2.3,26.38,0.79,115.8,0,2200000000,0.3137,4870000000,8590000000,1,1,0,1,1,1,0,0,28.5220967,
PKG,Packaging Corporation of America,Materials,111.95,14.53,18.57,2.1514556,131.1316,88.47,11051273948,1214900000,1.741522,2.95,30.17,3.05,93.65,16.43090316,732300000,0.1022,2500000000,2670000000,1,1,1,1,1,1,1,1,35.10817213,
PH,Parker-Hannifin,Industrials,174.51,17.63,21.6,1.4401833,212.8,145.38,24421668509,2092089000,1.8652664,3.66,25.59,2.43,119.22,13.46376354,1510000000,0.4587,6520000000,5960000000,1,1,1,1,1,1,1,1,42.17534825,
PDCO,Patterson Companies,Health Care,32.88,26.28,14.05,3.0723782,48.295,32.07,3209792400,359644000,0.7872792,1.41,5.69,1.83,50.72,6.975244831,82880000,-0.5852,725340000,1480000000,1,0,1,0,0,1,1,1,21.1124667,
PAYX,Paychex Inc.,Information Technology,61.86,29.77,27.49,3.0892801,73.1,54.2,23253666810,1414900000,7.248487,11.77,44.55,1.17,30.4,88.63636364,1030000000,0.0397,796400000,2620000000,1,1,1,1,1,0,1,1,85.32314604,
PYPL,PayPal,Information Technology,72.32,61.02,49.53,0,86.32,39.92,90708000000,2932000000,6.935696,6.42,13.11,1.27,12.99,42.98701299,2060000000,0.166,0,15390000000,1,1,1,0,1,0,1,1,84.58491887,
PNR,Pentair Ltd.,Industrials,66.67,22.86,18.89,2.03933,74.84,57.63,12466660892,863700000,2.5191512,3.53,9.36,1.27,42.9,17.23619632,321700000,-0.2603,787600000,1840000000,1,0,1,0,1,1,1,1,38.7342,
PBCT,People's United Financial,Financials,18.56,12.8,18.02,3.59375,20.14,15.965,6527616000,0,3.9272704,0.87,7.57,0.04,71.37,0,467900000,0.3265,969000000,6530000000,1,1,0,0,1,1,0,0,18.78141368,
PEP,PepsiCo Inc.,Consumer Staples,110.15,15.64,21.51,2.8370044,122.51,104.77,1.61E+11,12843000000,3.6705062,10.71,98.52,0.99,222.63,9.481481481,12560000000,1.5966,28300000000,14520000000,1,1,1,1,1,0,0,1,71.99564049,
PKI,PerkinElmer,Health Care,72.06,43.96,24.68,0.3695394,84.49,52.63,8351767268,445658000,3.7116463,3.31,9.33,1.6,73.17,8.234696924,237480000,1.0993,1880000000,2580000000,1,1,1,0,0,1,1,1,42.87240371,
PRGO,Perrigo,Health Care,84.44,55.2,0,0.73126143,95.93,63.68,12326379902,0,3.3850067,0.93,2.21,1.89,57.21,7.550290939,-131000000,0.1317,3050000000,5670000000,1,1,1,0,0,1,1,1,0,
PFE,Pfizer Inc.,Health Care,33.63,20.52,12.69,3.8879359,39.43,31.67,2.09E+11,20569000000,4.0020885,3.94,16.54,1.57,65.85,16.41666667,11180000000,-0.4678,32909999999,63410000000,1,0,1,1,1,1,1,1,33.54055008,
PCG,PG&E Corp.,Utilities,38.24,-0.73,8.75,0,71.57,38.45,20309412381,6471000000,1.5730644,0.98,-42.9,0.22,173.92,5.758880517,-6840000000,-5.122,9000000,12650000000,1,0,0,0,0,1,0,1,13.89019438,
PM,Philip Morris International,Consumer Staples,100.39,16.39,22.36,4.328479,123.55,96.66,1.54E+11,11802000000,2.7574685,0,0,1.13,0,13.49344978,8270000000,0.3093,26980000000,-12460000000,1,1,1,0,1,1,1,1,0,
PSX,Phillips 66,Energy,92.44,9.62,21.11,2.928564,107.47,75.135,47996220000,5311000000,0.47499472,1.59,22.47,1.48,45.27,12.73809524,5870000000,0.1994,11090000000,24650000000,1,1,0,1,1,1,1,1,27.48108895,
PNW,Pinnacle West Capital,Utilities,74.34,18.98,16.06,3.698776,92.48,73.81,8397609889,1614399000,2.9931207,1.83,9.99,0.54,99.84,7.124128036,530539999,0.0435,4640000000,5220000000,1,1,1,0,0,1,0,1,25.71518034,
PXD,Pioneer Natural Resources,Energy,169.16,23.53,118.29,0.1816118,199.83,125.46,29983119693,1717000000,6.7890477,1.84,8.32,1.42,18.86,30.47619048,-970000000,0.1697,2280000000,12110000000,1,1,1,0,0,1,1,1,69.98004001,
PNC,PNC Financial Services,Financials,149.38,14.36,17.55,1.9354838,160.07,115.25,73315000000,0,4.04653,1.12,11.09,0.08,120.3,0,5330000000,0.0271,55790000000,47730000000,1,1,1,0,0,1,0,0,21.0299786,
RL,Polo Ralph Lauren Corp.,Consumer Discretionary,101.32,21.17,17.74,1.8570102,119.33,66.06,8753430477,506100000,1.3948758,3.08,12.78,3,28.11,25.03778338,-430900000,1.6829,901700000,3290000000,1,1,1,0,0,1,1,1,35.06254412,
PPG,PPG Industries,Materials,110.3,24.25,18.73,1.5771489,122.0697,99.57,29043337549,2585000000,1.9551051,5.21,25.97,1.36,108.34,16.79104478,1340000000,-0.1166,4370000000,4630000000,1,0,1,1,1,0,1,1,46.85748873,
PPL,PPL Corp.,Utilities,29.52,13.35,12.83,5.2196894,40.2,29.205,20839814845,3937000000,3.7497053,1.75,16.28,0.53,188.98,4.248159832,1830000000,0.5766,20070000000,11660000000,1,1,0,1,0,1,0,1,22.47623745,
PX,Praxair Inc.,Materials,144.07,-3.2,24.63,2.1998534,166.95,115.53,42948664203,3632000000,3.887915,8.63,-539.08,1.71,0,0,-1380000,-0.7207,0,-505950,1,0,0,0,0,0,1,0,69.15584032,
PCLN,Priceline.com Inc,Consumer Discretionary,1806.06,0,24.26,0,2067.99,1589,91817448863,4803487000,9.176564,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
PFG,Principal Financial Group,Financials,60.38,10.01,11.96,3.1914895,75.585,58.9401,18457199721,0,1.7167546,1.08,12.76,0.15,28.99,0,1550000000,-0.3238,3260000000,11390000000,1,0,0,0,1,1,0,0,17.04781511,
PG,Procter & Gamble,Consumer Staples,80.22,86.85,20.46,3.3704789,94.67,80.1,2.06E+11,17249000000,3.1595004,5.93,7.83,0.75,65.04,28.28711256,3970000000,-0.6133,20400000000,47190000000,1,0,1,0,0,0,0,1,52.2482105,
PGR,Progressive Corp.,Financials,51.07,16.51,20.76,2.1061797,58.25,36.84,31062780000,0,1.1458876,3.41,26.01,0.57,42.65,0,2620000000,0.6241,4400000000,10820000000,1,1,1,1,1,1,0,0,39.91003633,
PLD,Prologis,Real Estate,58.33,31.87,20.76,2.931379,67.53,48.69,31953288000,2969194000,14.380373,1.66,8.7,0,49.89,0,1820000000,-0.0665,10820000000,22300000000,1,0,1,0,0,1,0,0,27.84575372,
PRU,Prudential Financial,Financials,103.38,9.71,9.99,2.6985698,127.14,97.88,47136080000,0,1.083727,0.69,7.84,1.59,71.3,0,4040000000,-0.47,18330000000,48620000000,1,0,0,0,1,1,1,0,12.45370427,
PEG,Public Serv. Enterprise Inc.,Utilities,46.73,20.71,16.11,3.60587,53.28,41.67,24138050331,3613000000,3.4491453,1.82,10.19,0.71,107.66,8.101265823,1440000000,-0.0865,13170000000,14380000000,1,0,1,0,0,1,0,1,25.68471335,
PSA,Public Storage,Real Estate,180.49,25.04,18.21,4.316159,232.21,180.9254,32258539942,1924803000,16.16417,6.92,18.88,0,27.72,0,1710000000,0.2681,1410000000,9120000000,1,1,1,1,1,0,0,0,53.24750698,
PHM,Pulte Homes Inc.,Consumer Discretionary,28.67,11.28,12.86,1.2036108,35.21,21.06,8792572352,992811000,1.0341544,1.49,22.53,3.85,70.08,2265.372168,1010000000,1.4552,3030000000,4820000000,1,1,0,1,1,1,1,1,20.76370632,
PVH,PVH Corp.,Consumer Discretionary,142.68,10.5,20.98,0.100529455,157.96,84.53,11478625926,1057500000,1.7617522,1.41,13.14,1.71,48.6,10.58244463,744600000,0.4078,2820000000,5830000000,1,1,0,0,1,1,1,1,25.79904068,
QRVO,Qorvo,Information Technology,76.85,102,19.71,0,85.24,62.68,9877885146,806875000,3.389142,1.96,2.91,3.87,21.09,21.76592357,-133130000,4.368,919270000,4360000000,1,1,1,0,0,1,1,1,29.48238457,
QCOM,QUALCOMM Inc.,Information Technology,62.42,23.32,16.51,3.5055351,69.28,48.92,96282828902,4191000000,4.263658,17.87,150.28,1.88,324.57,15.11961722,-4390000000,2.0683,13440000000,4910000000,1,1,1,1,0,0,1,1,81.47550706,
PWR,Quanta Services Inc.,Industrials,33.51,21.29,17.54,0,40.105,30.23,5330131216,649404000,0.77893436,1.18,7.93,1.84,30.69,22.54154263,296010000,-0.0494,1040000000,3600000000,1,0,1,0,1,1,1,1,21.5797822,
DGX,Quest Diagnostics,Health Care,96.42,20.28,17.07,1.9884669,112.965,90.1,13578300000,1453000000,1.7709883,2.16,14.46,0.94,76.51,9.053254438,785000000,-0.0397,3430000000,5220000000,1,0,1,0,1,1,0,1,28.80281236,
RRC,Range Resources Corp.,Energy,12.82,-0.54,35.61,0.6097561,34.09,12.7,3255587970,820095000,1.9624339,0.59,-35.53,0.8,94.52,6.374577803,-1750000000,-6.2952,3840000000,4059999999,1,0,0,0,0,1,0,1,21.74218825,
RJF,Raymond James Financial Inc.,Financials,86.06,12.63,16.94,1.0982976,99.1,71.35,13216271700,0,1.9734555,1.73,15.94,0,382.89,0,1030000000,0.2426,2440000000,6580000000,1,1,0,1,1,1,0,0,25.67858057,
RTN,Raytheon Co.,Industrials,198.74,21.41,25.78,1.5612764,213.45,147.86,59066255840,3868000000,2.2938328,3.77,27.15,1.46,44.06,27.77173913,2880000000,0.4603,4760000000,11470000000,1,1,1,1,1,1,1,1,46.76311046,
O,Realty Income Corporation,Real Estate,47.56,60.27,15.54,5.372036,63.6,48.89,13784942453,1075568000,15.588069,2.37,4.7,0,80.43,0,364600000,0.1455,6410000000,8090000000,1,1,1,0,0,1,0,0,28.78663753,
RHT,Red Hat Inc.,Information Technology,124.65,0,79.9,0,135.77,78.48,22799923883,541809000,8.202077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
REG,Regency Centers Corporation,Real Estate,55.58,43.94,15.27,3.6850338,72.05,56.66,9858367494,487636000,13.762162,1.54,3.81,0,58.07,0,252330000,0.7672,3690000000,6400000000,1,1,1,0,0,1,0,0,23.00229336,
REGN,Regeneron,Health Care,322.62,17.49,27.93,0,543.5518,319.5,35950369241,2043160000,8.48541,4.65,32.81,4.47,8.09,95.03546099,2440000000,1.0098,708500000,8760000000,1,1,1,1,1,1,1,1,54.05715725,
RF,Regions Financial Corp.,Financials,17.9,11.06,17.9,1.8987342,19.9,13,21500640000,0,3.474771,0.96,10.02,0.04,99.44,0,1570000000,0.5347,8080000000,15090000000,1,1,0,0,0,1,0,0,19.66316353,
RSG,Republic Services Inc,Industrials,62.72,28.09,26.13,2.1362228,69.4,57.53,21590903863,2734000000,2.8841186,2.93,13.05,0.58,105.18,7.472755579,1040000000,-0.1636,7650000000,7930000000,1,0,1,0,0,1,0,1,41.5044606,
RMD,ResMed,Health Care,89.26,53.78,31.54,1.5120423,104.78,67.04,13233622689,636942000,6.1640687,8.46,19.59,2.06,61.33,21.75829646,404590000,0.2789,1260000000,2069999999,1,1,1,1,1,0,1,1,77.48315301,
RHI,Robert Half International,Industrials,52.26,16.65,20.18,1.7075773,60.59,42.92,7047165475,565196000,1.3330402,6.41,40.05,1.8,0.06,0,434290000,0.5396,457000,1060000000,1,1,1,1,1,0,1,0,53.94868395,
ROK,Rockwell Automation Inc.,Industrials,178.73,34.01,26.48,1.7692552,210.72,147.67,24123216432,1323200000,3.760594,47.17,68.76,1.54,558.36,15.46391753,695100000,0.3772,1960000000,404200000,1,1,1,1,1,0,1,1,167.6421367,
COL,Rockwell Collins,Industrials,133.31,14.19,22.29,0.9748892,139.63,89.9,22197870556,1696000000,3.781273,5.3,32.64,0.79,43.49,54.67836257,1080000000,-0.0912,1460000000,3360000000,1,0,1,1,1,0,0,1,51.55659512,
ROP,Roper Technologies,Industrials,259.4,38.27,27.57,0.61985797,290.415,191.22,27247789759,1555209000,5.9715905,3.56,12.94,1.11,63.86,0,0,0,0,0,1,0,1,0,0,1,1,0,46.99315908,
ROST,Ross Stores,Consumer Discretionary,75.06,26.74,26.52,0.82061803,85.66,52.85,29803566306,2247009000,2.9734495,10.22,49.96,1.69,9.45,144.4241316,1590000000,0.1999,312440000,3310000000,1,1,1,1,1,0,1,1,78.09144639,
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,122.45,14.26,16.26,1.8674136,135.65,93.4,27418147452,2876309000,3.1026611,1.84,16.61,0.17,97.05,9.197639377,1820000000,0.1361,8359999999,11110000000,1,1,1,1,1,1,0,1,25.94540422,
SPGI,"S&P Global, Inc.",Financials,173.31,35.5,27.38,1.0947506,185.38,124.64,46585950000,3021000000,10.254704,67.38,292.46,1.37,583.12,22.6119403,-2120000000,0.3356,3660000000,628000000,1,1,1,1,0,0,1,1,203.7386782,
CRM,Salesforce.com,Information Technology,104.03,110.5,520.15,0,114.52,79.63,79489115000,925804000,10.3738785,7.5,8.88,0.88,21.63,14.02597403,-1110000000,1.96,3170000000,15610000000,1,1,1,1,1,1,1,1,296.2689867,AA
SBAC,SBA Communications,Real Estate,159.85,0,199.81,0,177.67,103.51,19572031314,1074240000,15.189207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
SCG,SCANA Corp,Utilities,35.6,17.59,8.75,6.6830335,71.28,35.31,5229448882,1459000000,1.651705,1.6,8.31,0.56,141.78,5.321428571,224890000,-0.2735,2570000000,2620000000,1,0,1,0,0,1,0,1,17.74823935,
SLB,Schlumberger Ltd.,Energy,67.4,24.11,44.93,2.8673835,82.71,61.02,96529311126,3222000000,3.2297828,1.38,5.86,1.17,44.39,10.65079365,-2180000000,2.4259,14640000000,36160000000,1,1,1,0,0,1,1,1,37.35072288,
SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,86.46,15.12,16.04,1.3761468,88.87,64.87,11328642413,1351059000,4.374079,0.5,3.57,0.53,162.32,3.450980392,438140000,0.0797,16510000000,12680000000,1,1,1,0,0,1,0,1,13.43316791,
STX,Seagate Technology,Information Technology,47.44,8.36,11.51,5.085772,56.45,30.6,14113197720,1811000000,1.3048558,5.86,105.15,1.95,196.72,8.928571429,2009999999,0.7402,4250000000,2160000000,1,1,0,1,1,0,1,1,38.95630244,
SEE,Sealed Air,Materials,42.62,41.51,21.31,1.4427412,50.62,41.22,8001938397,969700000,2.4700067,0,0,1.04,0,4.287733468,149400000,0.0348,3240000000,-348600000,1,1,1,0,0,1,1,1,0,
SRE,Sempra Energy,Utilities,103.36,42.64,19.14,3.1607263,122.975,100.63,26163862235,3763000000,3.15303,1.99,7.04,0.48,170.45,3.924324324,1130000000,2.3824,21610000000,17160000000,1,1,1,0,0,1,0,1,29.27445132,
SHW,Sherwin-Williams,Materials,387.65,49.58,26.75,0.8426688,435.15,302.0101,37730994828,2160668000,2.5276077,9.82,29.87,1.01,250.45,6.642046813,1110000000,-0.3591,8710000000,3730000000,1,0,1,1,0,0,1,1,76.8792072,
SIG,Signet Jewelers,Consumer Discretionary,49.38,-1.63,6.65,2.4730754,77.94,46.09,3034275549,852700000,0.7564699,1.04,-26.67,2.74,60.62,9.9375,-657400000,-2.6347,649600000,1820000000,1,0,0,0,0,1,1,1,12.47437373,
SPG,Simon Property Group Inc,Real Estate,152.18,21.37,13.56,5.0368075,187.35,150.15,48139839531,4411515000,8.754495,15.95,61.61,0,716.23,0,2530000000,0.1134,21890000000,3300000000,1,1,1,1,0,0,0,0,69.75919294,
SWKS,Skyworks Solutions,Information Technology,99.04,20.72,16.45,1.2629502,117.65,90.53,18493080922,1122900000,6.9704437,3.2,20.77,5.97,0,0,853600000,-0.0288,0,4120000000,1,0,1,1,1,1,1,0,34.41511296,
SLG,SL Green Realty,Real Estate,90.61,32.53,14.07,3.4998922,115.34,91.2,8617714345,795889000,6.5820084,1.17,4.06,0,98.34,0,270300000,2.0469,5550000000,6200000000,1,1,1,0,0,1,0,0,19.2455904,
SNA,Snap-On Inc.,Consumer Discretionary,156.72,13.9,15.81,1.968433,185.47,140.83,9499107736,982200000,3.5114813,2.59,22.47,2.33,37.03,19.66292135,696200000,0.2429,958100000,3100000000,1,1,0,1,1,1,1,1,30.3533812,
SO,Southern Co.,Utilities,43.4,28.64,15.78,5.3530226,53.51,42.63,43497224128,6012000000,2.5080602,1.84,9.06,0.67,189.5,4.906077348,2300000000,1.5952,40740000000,25010000000,1,1,1,0,0,1,0,1,25.55957746,
LUV,Southwest Airlines,Industrials,55.63,13.04,15.89,0.863707,66.985,49.76,34351211637,4533000000,1.6294897,2.61,24.31,0.64,34.76,75.34482759,2470000000,-0.2294,2820000000,9850000000,1,0,0,1,1,1,0,1,30.5473444,
SWK,Stanley Black & Decker,Consumer Discretionary,152.86,39.81,20.57,1.5775635,176.62,121.09,24496399600,2264600000,1.944325,2.54,7.5,1.14,59.25,9.101294745,605800000,-0.5045,3820000000,7840000000,1,0,1,0,0,1,1,1,34.2866665,
SBUX,Starbucks Corp.,Consumer Discretionary,53.77,29.58,25.98,2.203452,64.87,52.58,76548976000,7361500000,3.4392443,0,0,0.92,0,15.74455562,3590000000,-0.0987,11230000000,-6230000000,1,0,1,0,1,1,0,1,0,
STT,State Street Corp.,Financials,98.54,12.03,15.35,1.6228749,114.27,75.27,38059113300,0,3.263072,1.14,11.03,0.62,72.36,0,2600000000,0.2184,10440000000,24790000000,1,1,0,0,1,1,0,0,19.84256788,
SRCL,Stericycle Inc,Industrials,70.55,-22.6,16.26,0,88,61.25,6218560288,305085000,2.2607324,1.29,-8.92,1.01,107.56,7.485081809,-245600000,-11.6023,2660000000,2590000000,1,0,0,0,0,1,1,1,21.72432968,
SYK,Stryker Corp.,Health Care,148.01,21.84,23.46,1.2234008,170,122.01,57509096756,2863000000,4.635566,5,32.75,2.02,84.05,14.50757576,3550000000,2.4799,8490000000,11730000000,1,1,1,1,1,0,1,1,51.37363137,
STI,SunTrust Banks,Financials,65.8,12.22,16.25,2.3185046,72.06,51.96,32498948310,0,3.3089445,1.01,11.23,0.08,107.14,0,2780000000,0.2781,15070000000,24280000000,1,1,0,0,0,1,0,0,19.21669196,
SYMC,Symantec Corp.,Information Technology,25.59,20.34,39.37,1.1286682,34.2,25.65,16520497264,1227000000,3.5516493,0.92,2.84,0.94,80.35,6.615265281,-64810000,1.5533,896880000,2320000000,1,1,1,0,0,1,0,1,28.54748675,
SYF,Synchrony Financial,Financials,34.98,10.1,13.35,1.6,40.59,26.01,28893750000,0,2.1096623,1.15,19.3,0,163.48,0,2790000000,0.5473,18010000000,14680000000,1,1,0,1,0,1,0,0,18.58578086,
SNPS,Synopsys Inc.,Information Technology,82.62,38.9,67.72,0,94.8,64.75,12767067883,579844000,6.276264,3.84,12.81,0.73,13.49,39.05509289,432520000,2.1868,125540000,3480000000,1,1,1,0,1,1,0,1,76.49188192,
SYY,Sysco Corp.,Consumer Staples,57,25.87,22.98,2.4644873,64.27,48.85,30445320778,2988725000,0.7295535,14.49,66.84,1.33,326.19,11.82870286,1670000000,0.1825,8119999999,2500000000,1,1,1,1,1,0,1,1,86.55665486,
TROW,T. Rowe Price Group,Financials,101.99,17.04,19.92,2.140443,120.07,66.7,25810865035,2281400000,7.3911157,3.59,30.03,0,0,0,1730000000,0.2208,0,6120000000,1,1,1,1,1,1,0,0,40.11281591,
TPR,"Tapestry, Inc.",Consumer Discretionary,48.85,11.54,0,0,50.71,36.69,14247199374,0,4.0785494,2.59,19.04,2.79,45.62,24.63465553,643400000,0.5962,1600000000,3510000000,1,1,0,1,1,1,1,1,0,
TGT,Target Corp.,Consumer Discretionary,71.11,22.7,14.19,3.3856654,78.7,48.56,39816696539,7105000000,0.8047394,3.26,25.47,0.83,119.01,14.55337691,2930000000,0.0426,12230000000,11300000000,1,1,1,1,1,1,0,1,32.26199777,
TEL,TE Connectivity Ltd.,Information Technology,95.27,16.23,19.72,1.6062645,108.23,71.93,34983666316,2797000000,2.5734365,2.94,18.19,1.57,37.51,42.35294118,1950000000,-0.2215,3400000000,10570000000,1,0,1,1,1,1,1,1,36.11755806,
FTI,TechnipFMC,Energy,29.1,-4.53,18.77,1.7060367,35,24.53,14163064455,540167833.4,1.561575,0.85,-16.16,1.29,41.97,9.4375,-1910000000,-18.4817,4120000000,10400000000,1,0,0,0,0,1,1,1,18.94666857,
TXN,Texas Instruments,Information Technology,97.66,21.89,24.05,2.4318495,120.75,74.52,1.00E+11,7013000000,6.9572234,9.93,57.29,3.27,56.35,61.36,5540000000,0.5516,4320000000,8990000000,1,1,1,1,1,0,1,1,73.30328267,
TXT,Textron Inc.,Industrials,55.54,9.36,22.13,0.1381454,62.19,45,15254672353,1454000000,1.0645695,2.07,22.55,1.92,72.88,9.21686747,1220000000,3.2379,3530000000,5190000000,1,1,0,1,1,1,1,1,32.10459079,
BK,The Bank of New York Mellon Corp.,Financials,53.29,12.28,14.76,1.7347307,58.99,44.91,56083904906,0,3.3834257,1.22,10.35,0.77,184.12,0,4230000000,0.084,29160000000,40640000000,1,1,0,0,0,1,0,0,20.12863632,
CLX,The Clorox Company,Consumer Staples,127.76,24.04,23.44,2.6286967,150.4,124.09,16540418002,1295000000,2.798683,34.43,127.63,0.91,479.96,14.17582418,820000000,0.0085,2290000000,559000000,1,1,1,1,1,0,0,1,134.7530408,
COO,The Cooper Companies,Health Care,223.17,32.91,22.96,0.026033757,256.39,187.02,11297958140,615700000,6.8538465,3.84,4.32,2.03,61.16,9.330108827,139900000,-0.6264,1990000000,3310000000,1,0,1,0,0,1,1,1,44.53924113,
HSY,The Hershey Company,Consumer Staples,97.65,26.74,20.51,2.6494346,116.49,98.851,20867272020,1404123000,2.8396711,15.65,101.77,0.93,318.69,14.41257825,1170000000,0.5207,3250000000,1400000000,1,1,1,1,1,0,0,1,84.98284386,
MOS,The Mosaic Company,Materials,24.13,15.69,23.66,0.3960396,34.36,19.23,9726962131,1165100000,1.8161958,1.08,4.7,1.71,43.56,9.823911029,-469900000,4.94,4490000000,10400000000,1,1,1,0,0,1,1,1,23.97786479,
TRV,The Travelers Companies Inc.,Financials,135.01,14.63,16.48,2.0261714,150.55,113.76,38903131815,0,1.33382,1.38,10.74,0.41,28.67,0,2500000000,0.2679,5960000000,22890000000,1,1,1,0,1,1,0,0,22.62087531,
DIS,The Walt Disney Company,Consumer Discretionary,101.35,22.25,17.78,1.6036655,116.1,96.2,1.58E+11,12544000000,3.9635563,2.6,15.17,0.75,52.87,12.61111111,10910000000,-0.2053,38130000000,88880000000,1,0,1,1,1,1,0,1,32.25104649,
TMO,Thermo Fisher Scientific,Health Care,198.73,44.22,21.84,0.3276319,226.44,151.69,83226586345,4751300000,4.015666,3.5,11.09,1.73,68.84,9.205397301,2940000000,0.2977,17720000000,27590000000,1,1,1,0,0,1,1,1,41.47167708,
TIF,Tiffany & Co.,Consumer Discretionary,99.62,28.12,27,1.9402406,111.44,77.93,12810515320,949500000,4.516748,3.46,18.47,5.24,31.98,26.63185379,586400000,0.6061,883400000,3120000000,1,1,1,1,1,1,1,1,45.84702826,
TWX,Time Warner Inc.,Consumer Discretionary,93.02,-6.07,15.35,1.6927768,103.9,85.88,74185800000,7671000000,2.3735986,0.49,-6.26,1.61,8.08,-7.549848943,-42660000,-1.7544,0,635200000,1,0,0,0,0,1,1,0,13.00898728,
TJX,TJX Companies Inc.,Consumer Discretionary,74.36,24.63,21.01,1.64042,81.46,66.44,48181450881,4600216000,1.9293598,11.79,60.01,1.53,49.06,76.49599013,3060000000,0.2049,2480000000,5050000000,1,1,1,1,1,0,1,1,74.65539331,
TSS,Total System Services,Information Technology,81.17,10.98,25.85,0.6091133,89.92,50.96,15694951118,1097534000,3.175548,1.18,10.37,4.76,15.61,108.1818182,8490000,-0.6212,10250000,81180000,1,0,0,0,1,1,1,1,26.19766211,
TSCO,Tractor Supply Company,Consumer Discretionary,65.94,22.61,19.57,1.6030874,82.68,49.87,8459271203,859519000,1.1642125,6.49,35.72,1.91,28.19,47.75067898,532360000,0.3113,410370000,1560000000,1,1,1,1,1,0,1,1,53.45754624,
TDG,TransDigm Group,Industrials,283,41.19,23.76,0,321.38,203.72,15241203731,1635916000,4.268832,0,0,3.16,0,2.587112944,729860000,-0.1523,16469999999,-2890000000,1,0,1,0,0,1,1,0,0,
